name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
Sidequest: Raise a Chocobo // Black Chocobo,,2.0,Enchantment // Creature — Bird,,,G,uncommon,FIN,Final Fantasy,201,,,,,Transform;Landfall,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Sidisi, Regent of the Mire",{1}{B},2.0,Legendary Creature — Zombie Snake Warlock,"{T}, Sacrifice a creature you control with mana value X other than Sidisi: Return target creature card with mana value X plus 1 from your graveyard to the battlefield. Activate only as a sorcery.",B,B,rare,TDM,Tarkir: Dragonstorm,92,1,3,,,,bounce;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Silent Hallcreeper,{1}{U},2.0,Enchantment Creature — Horror,"This creature can't be blocked.
Whenever this creature deals combat damage to a player, choose one that hasn't been chosen —
• Put two +1/+1 counters on this creature.
• Draw a card.
• This creature becomes a copy of another target creature you control.",U,U,rare,DSK,Duskmourn: House of Horror,345,1,1,,,,draw;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Silk, Web Weaver",{2}{G}{W},4.0,Legendary Creature — Spider Human Hero,"Web-slinging {1}{G}{W} (You may cast this spell for {1}{G}{W} if you also return a tapped creature you control to its owner's hand.)
Whenever you cast a creature spell, create a 1/1 green and white Human Citizen creature token.
{3}{G}{W}: Creatures you control get +2/+2 and gain vigilance until end of turn.","G,W","G,W",rare,OM1,Through the Omenpaths,123,3,5,,,Web-slinging,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Silver Deputy,{2},2.0,Artifact Creature — Mercenary,"When this creature enters, you may search your library for a basic land card or a Desert card, reveal it, then shuffle and put it on top.
{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.",,,common,OTJ,Outlaws of Thunder Junction,248,1,2,,,,pump;ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Silver Sable, Mercenary Leader",{2}{W},3.0,Legendary Creature — Human Mercenary Hero,"When Silver Sable enters, put a +1/+1 counter on another target creature.
Whenever Silver Sable attacks, target modified creature you control gains lifelink until end of turn. (Equipment, Auras you control, and counters are modifications.)",W,W,uncommon,OM1,Through the Omenpaths,12,2,3,,,,lifegain;pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Silvergill Mentor,{1}{U},2.0,Creature — Merfolk Wizard,"As an additional cost to cast this spell, behold a Merfolk or pay {2}. (To behold a Merfolk, choose a Merfolk you control or reveal a Merfolk card from your hand.)
When this creature enters, create a 1/1 white and blue Merfolk creature token.",U,U,uncommon,ECL,Lorwyn Eclipsed,403,2,1,,,Behold,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Silvergill Peddler,{2}{U},3.0,Creature — Merfolk Citizen,"Whenever this creature becomes tapped, draw a card, then discard a card.",U,U,common,ECL,Lorwyn Eclipsed,70,2,3,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Silverquill, the Disputant",{2}{W}{B},4.0,Legendary Creature — Elder Dragon,"Flying, vigilance
Each instant and sorcery spell you cast has casualty 1. (As you cast that spell, you may sacrifice a creature with power 1 or greater. When you do, copy the spell and you may choose new targets for the copy.)","B,W","B,W",mythic,SOS,Secrets of Strixhaven,226,4,4,,,Flying;Vigilance,flying;vigilance,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Sin, Spira's Punishment",{4}{B}{G}{U},7.0,Legendary Creature — Leviathan Avatar,"Flying
Whenever Sin enters or attacks, exile a permanent card from your graveyard at random, then create a tapped token that's a copy of that card. If the exiled card is a land card, repeat this process.","B,G,U","B,G,U",rare,FIN,Final Fantasy,508,7,7,,,Flying,flying;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sinister Cryologist,{2}{U},3.0,Creature — Jellyfish Wizard,"When this creature enters, target creature an opponent controls gets -3/-0 until end of turn.
Warp {U} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",U,U,common,EOE,Edge of Eternities,75,2,3,,,Warp,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Sinkhole Surveyor,{1}{B},2.0,Creature — Bird Scout,"Flying
Whenever this creature attacks, you lose 1 life and this creature endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",B,B,rare,PTDM,Tarkir: Dragonstorm Promos,93p,1,3,,,Endure;Flying,flying;pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sinuous Benthisaur,{5}{U},6.0,Creature — Dinosaur,"When this creature enters, look at the top X cards of your library, where X is the number of Caves you control plus the number of Cave cards in your graveyard. Put two of those cards into your hand and the rest on the bottom of your library in a random order.",U,U,uncommon,LCI,The Lost Caverns of Ixalan,76,4,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Sire of Seven Deaths,{7},7.0,Creature — Eldrazi,"First strike, vigilance
Menace, trample
Reach, lifelink
Ward—Pay 7 life.",,,mythic,FDN,Foundations,292,7,7,,,Lifelink;Reach;Vigilance;First strike;Trample;Menace;Ward,lifegain;menace;reach;trample;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Sita Varma, Masked Racer",{G}{U},2.0,Legendary Creature — Human Rogue,Exhaust — {X}{G}{G}{U}: Put X +1/+1 counters on Sita Varma. Then you may have the base power and toughness of each other creature you control become equal to Sita Varma's power until end of turn. (Activate each exhaust ability only once.),"G,U","G,U",rare,DFT,Aetherdrift,368,2,3,,,Exhaust,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sizzling Changeling,{2}{R},3.0,Creature — Shapeshifter,"Changeling (This card is every creature type.)
When this creature dies, exile the top card of your library. Until the end of your next turn, you may play that card.",R,R,uncommon,ECL,Lorwyn Eclipsed,155,3,2,,,Changeling,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Skeleton Archer,{3}{B},4.0,Creature — Skeleton Archer,"When this creature enters, it deals 1 damage to any target.",B,B,common,M20,Core Set 2020,324,3,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Skewer Slinger,{1}{R},2.0,Creature — Dwarf Knight,"Reach
Whenever this creature blocks or becomes blocked by a creature, this creature deals 1 damage to that creature.",R,R,common,WOE,Wilds of Eldraine,149,1,3,,,Reach,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Skirmish Rhino,{W}{B}{G},3.0,Creature — Rhino,"Trample
When this creature enters, each opponent loses 2 life and you gain 2 life.","B,G,W","B,G,W",mythic,TDM,Tarkir: Dragonstorm,408,3,4,,,Trample,lifegain;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
