name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
"Sab-Sunen, Luxa Embodied",{3}{G}{U},5.0,Legendary Creature — God,"Reach, trample, indestructible
Sab-Sunen can't attack or block unless it has an even number of counters on it. (Zero is even.)
At the beginning of your first main phase, put a +1/+1 counter on Sab-Sunen. Then if it has an odd number of counters on it, draw two cards.","G,U","G,U",mythic,DFT,Aetherdrift,221,6,6,,,Reach;Indestructible;Trample,draw;protection;pump;reach;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Saber-Tooth Moose-Lion,{4}{G}{G},6.0,Creature — Elk Cat,"Reach
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",G,G,common,TLA,Avatar: The Last Airbender,194,7,7,,,Reach;Landcycling;Forestcycling;Typecycling;Cycling,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Sabotage Strategist,{2}{U}{U},4.0,Creature — Vedalken Ranger,"Flying, vigilance
Whenever one or more creatures attack you, those creatures get -1/-0 until end of turn.
Exhaust — {5}{U}{U}: Put three +1/+1 counters on this creature. (Activate each exhaust ability only once.)",U,U,uncommon,DFT,Aetherdrift,59,2,2,,,Flying;Vigilance;Exhaust,flying;pump;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sabotender,{1}{R},2.0,Creature — Plant,"Reach
Landfall — Whenever a land you control enters, this creature deals 1 damage to each opponent.",R,R,common,FIN,Final Fantasy,153,2,1,,,Reach;Landfall,reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Safewright Cavalry,{3}{G},4.0,Creature — Elf Warrior,"This creature can't be blocked by more than one creature.
{5}: Target Elf you control gets +2/+2 until end of turn.",G,G,common,ECL,Lorwyn Eclipsed,191,4,4,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Sage of Days,{2}{U},3.0,Creature — Human Wizard,"When this creature enters, look at the top three cards of your library. You may put one of those cards back on top of your library. Put the rest into your graveyard.",U,U,common,LCI,The Lost Caverns of Ixalan,73,3,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Sage of the Fang,{2}{G},3.0,Creature — Human Druid,"When this creature enters, put a +1/+1 counter on target creature.
Renew — {3}{G}, Exile this card from your graveyard: Put a +1/+1 counter on target creature, then double the number of +1/+1 counters on that creature. Activate only as a sorcery.",G,G,uncommon,TDM,Tarkir: Dragonstorm,155,2,2,,,Renew,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sage of the Skies,{2}{W},3.0,Creature — Human Monk,"When you cast this spell, if you've cast another spell this turn, copy this spell. (The copy becomes a token.)
Flying, lifelink",W,W,rare,TDM,Tarkir: Dragonstorm,328,2,3,,,Flying;Lifelink,flying;lifegain;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sagu Pummeler,{3}{G},4.0,Creature — Beast,"Reach
Renew — {4}{G}, Exile this card from your graveyard: Put two +1/+1 counters and a reach counter on target creature. Activate only as a sorcery.",G,G,common,TDM,Tarkir: Dragonstorm,156,4,4,,,Reach;Renew,pump;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Sagu Wildling // Roost Seek,{4}{G} // {G},5.0,Creature — Dragon // Sorcery — Omen,,G,G,common,TDM,Tarkir: Dragonstorm,306,3,3,,,Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Sahagin,{1}{U},2.0,Creature — Merfolk Warrior,"Whenever you cast a noncreature spell, if at least four mana was spent to cast it, put a +1/+1 counter on this creature and it can't be blocked this turn.",U,U,common,FIN,Final Fantasy,71,1,3,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Saheeli's Lattice // Mastercraft Raptor,,2.0,Artifact // Artifact Creature — Dinosaur,,,R,uncommon,LCI,The Lost Caverns of Ixalan,164,,,,,Craft;Transform,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Saheeli, the Sun's Brilliance",{U}{R},2.0,Legendary Creature — Human Artificer,"{U}{R}, {T}: Create a token that's a copy of another target creature or artifact you control, except it's an artifact in addition to its other types. It gains haste. Sacrifice it at the beginning of the next end step.","R,U","R,U",mythic,PLCI,The Lost Caverns of Ixalan Promos,239p,2,2,,,,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Sally Pride, Lioness Leader",{3}{W}{W},5.0,Legendary Creature — Cat Mutant Rebel,"When Sally Pride enters, create X 2/2 red Mutant creature tokens, where X is the number of nontoken creatures you control.
Whenever Sally Pride attacks, put a +1/+1 counter on each creature you control.",W,W,rare,TMT,Teenage Mutant Ninja Turtles,24,2,4,,,,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Salt Road Packbeast,{5}{W},6.0,Creature — Beast,"Affinity for creatures (This spell costs {1} less to cast for each creature you control.)
When this creature enters, draw a card.",W,W,common,TDM,Tarkir: Dragonstorm,23,4,3,,,Affinity,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Salvation Swan,{3}{W},4.0,Creature — Bird Cleric,"Flash
Flying
Whenever this creature or another Bird you control enters, exile up to one target creature you control without flying. Return it to the battlefield under its owner's control with a flying counter on it at the beginning of the next end step.",W,W,rare,PBLB,Bloomburrow Promos,28s,3,3,,,Flying;Flash,flash;flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Sami, Ship's Engineer",{2}{R}{W},4.0,Legendary Creature — Human Artificer,"At the beginning of your end step, if you control two or more tapped creatures, create a tapped 2/2 colorless Robot artifact creature token.","R,W","R,W",uncommon,EOE,Edge of Eternities,225,2,4,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Sami, Wildcat Captain",{4}{R}{W},6.0,Legendary Creature — Human Artificer Rogue,"Double strike, vigilance
Spells you cast have affinity for artifacts. (They cost {1} less to cast for each artifact you control.)","R,W","R,W",mythic,PEOE,Edge of Eternities Promos,226p,4,4,,,Vigilance;Double strike,vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Sample Collector,{2}{G},3.0,Creature — Troll Detective,"Whenever this creature attacks, you may collect evidence 3. When you do, put a +1/+1 counter on target creature you control. (To collect evidence 3, exile cards with total mana value 3 or greater from your graveyard.)",G,G,uncommon,MKM,Murders at Karlov Manor,175,2,3,,,Collect evidence,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
